Nature du Format;nom_destination;indicatif;Valeur niveau Fraude
4;PERU RURAL;515164;A
4;DOMINICAN REP LOCAL OTHER;180979480;A
4;MARTINIQUE GSM ORA;5966963;A
4;UK GSM VODAFONE;447551;A
4;INDIA GSM;9186929;A
4;SPAIN GSM VODAFONE;347277;A
4;COLOMBIA CITIES;571903;A
4;BOTSWANA GSM ORANGE;267769;B
4;POLAND OLO;48323193;A
4;PORTUGAL GSM NOS;3516593;A
4;BRAZIL GSM;55839;A
4;INDIA GSM;9178488;A
4;ZIMBABWE GSM ECONET;26378;D
4;USA;1727;A
4;FINLAND GSM SONERA;35840;A
4;INDIA GSM;9189639;A
4;POLAND OLO;48914207;A
4;DOMINICAN REP LOCAL OTHER;180952395;A
4;INDIA GSM;9187439;A
4;INDIA GSM;91843;A
4;INDIA GSM;9177329;A
4;HONDURAS GSM;5043;B
4;BOLIVIA RURAL;5913382;B
4;NETHERLANDS ANT;599;B
4;CHILE PRS;5632210;A
4;UK GSM HI3G;4474884;A
4;UK GSM ALTERNATIVE NETWORK;4478392;C
4;DOMINICAN REP NATIONAL VIVA;18295307;A
4;BRAZIL GSM;558796;A
4;INDIA GSM;9188169;A
4;POLAND OLO;4858690;A
4;NORWAY GSM NETCOM;479391;A
4;INDIA GSM;9172038;A
4;GUADELOUPE GSM DIGI;59069006;A
4;DOMINICAN REP GSM VIVA;1849229;A
4;BENIN GSM MTN;22962;C
4;POLAND OLO;48257504;A
4;CHILE TELCOY;5667242;A
4;POLAND GSM PLUS;4872995;A
4;INDIA GSM RELIANCE;918657;A
4;NORWAY GSM NETCOM;474754;A
4;SOUTH AFRICA PRS;2785054;C
4;INDONESIA SURABAYA;6231;A
4;DOMINICAN REP LOCAL OTHER;180973040;A
4;POLAND OLO;48324697;A
4;INDIA GSM;9185568;A
4;POLAND OLO;48815651;A
4;DOMINICAN REP LOCAL OTHER;180968387;A
4;BRAZIL GSM;551196829;A
4;POLAND GSM PM4;488817;A
4;INDIA GSM RELIANCE;917679;A
4;POLAND OLO;4844307;A
4;INDIA CITIES;9112;A
4;POLAND OLO;48413067;A
4;RUSSIA ZONE 5;7855;A
4;POLAND OLO;4813426;A
4;DOMINICAN REP LOCAL OTHER;180937967;A
4;POLAND GSM PM4;4857957;A
4;DOMINICAN REP GSM;1809340;A
4;SWEDEN GSM TELIA;467272;A
4;ANTIGUA AND BARBUDA GSM;1268783;B
4;POLAND GSM PM4;485790;A
4;INDIA GSM;9177699;A
4;USA;1458;A
4;MADAGASCAR GSM TELMA;26139;F
4;MEXICO GSM ZONE3;521594;A
4;GERMANY GSM TMOBILE;49160;A
4;DOMINICAN REP GSM;1829706;A
4;DOMINICAN REP LOCAL OTHER;18095081;A
4;POLAND GSM PLUS;4873725;A
4;BULGARIA OLO;3599389;A
4;POLAND OLO;48875668;A
4;MEXICO GSM ZONE3;521873;A
4;THAILAND GSM DTAC;6690583;A
4;INDIA GSM;9184418;A
4;AUSTRALIA GSM OPTUS;61434;A
4;PHILIPPINES GSM SMAR;63962;B
4;AUSTRIA PRS;43821;B
4;MEXICO GSM ZONE3;521226;A
4;INDIA GSM;9187410;A
4;BRAZIL GSM;55856;A
4;INDIA GSM;9176620;A
4;BOSNIA SRPSKA;38754915;B
4;INDIA GSM;9176188;A
4;POLAND OLO;48552738;A
4;BRAZIL GSM;55219694;A
4;SOUTH AFRICA PRS;27131010;C
4;MEXICO GSM ZONE2;521392;A
4;POLAND GSM PM4;484505;A
4;UK GSM O2;4478936;A
4;DOMINICAN REP GSM ORANGE;1849720;A
4;LATVIA GSM LMT;371280;A
4;POLAND GSM PLUS;4873729;A
4;ALBANIA OLO;3554251;B
4;LATVIA GSM BITE;3712337;A
4;NORWAY GSM TELENOR;479100;A
4;OMAN GSM;9689;C
4;POLAND OLO;482438;A
4;CAMBODIA GSM;85576;A
4;POLAND OLO;4812382;A
4;INDIA GSM;9181900;A
4;UK GSM HI3G;447865;A
4;DOMINICAN REP GSM ORANGE;1809923;A
4;DOMINICAN REP GSM VIVA;1849234;A
4;DOMINICAN REP LOCAL OTHER;18097407;A
4;MARTINIQUE GSM DIGI;59669618;A
4;SPAIN GSM VODAFONE;346040;A
4;REUNION SRR;26226218;A
4;DOMINICAN REP GSM;1829478;A
4;ESTONIA GSM EMT;3725332;D
4;RUSSIA ZONE 3;78152;A
4;TURKS & CAICOS GSM;1649347;B
4;SOUTH AFRICA PRS;273931256;C
4;INDIA GSM;918653;A
4;SOUTH AFRICA PRS;271000139;C
4;DOMINICAN REP GSM VIVA;1809318;A
4;INDIA GSM;9182670;A
4;INDIA GSM;9185419;A
4;NORWAY GSM TELENOR;474771;A
4;REUNION GSM SRR;26269267;A
4;INDIA GSM;9181540;A
4;DOMINICAN REP LOCAL OTHER;180947350;A
4;INDIA GSM;9175838;A
4;UK GSM ALTERNATIVE NETWORK;44775520;C
4;ALBANIA AMC;35529390;B
4;MALI GSM MALITEL;22397;D
4;DOMINICAN REP LOCAL OTHER;1829582;A
4;DOMINICAN REP LOCAL OTHER;180937850;A
4;SWEDEN GSM TELENOR;4673463;A
4;ESTONIA GSM EMT;37251;D
4;BOSNIA SRPSKA;38754918;B
4;ESTONIA GSM EMT;372585;D
4;PORTUGAL GSM MEO;351659281;A
4;MEXICO GSM ZONE3;521718;A
4;NIGERIA GSM MTN;234803;A
4;SOMALIA GSM;25234;E
4;DOMINICAN REP LOCAL OTHER;180937886;A
4;POLAND GSM PLUS;4869962;A
4;INDIA GSM VODAFONE;917506;A
4;AUSTRALIA GSM TELSTR;61409;A
4;POLAND OLO;48817818;A
4;THAILAND GSM DTAC;66823;A
4;INDIA CITIES;9133;A
4;AUSTRALIA GSM OPTUS;61432;A
4;BRAZIL GSM;557192;A
4;HONDURAS GSM;5049;B
4;ISRAEL GSM PALTEL;97256;B
4;DOMINICAN REP GSM ORANGE;1829731;A
4;SOUTH AFRICA PRS;27538800;C
4;OMAN GSM;96879;C
4;INDIA GSM;918757;A
4;POLAND GSM PM4;487958;A
4;POLAND OLO;4822309;A
4;CHILE RUR;56616;A
4;PHILIPPINES GSM GLOB;63976;B
4;DOMINICAN REP GSM;1829985;A
4;T-SYS INTERNATIONAL;882285;A
4;SOUTH AFRICA PRS;27184100;C
4;DOMINICAN REP LOCAL OTHER;180948755;A
4;POLAND GSM PM4;4857954;A
4;ALBANIA AMC;35559684;B
4;POLAND OLO;484223;A
4;CAMEROON;237;C
4;PERU GSM MOVISTAR;519945;A
4;SWEDEN GSM COMVIQ;4676695;A
4;LITHUANIA PRS;37066913111;G
4;MEXICO ZONE3;52276;A
4;INDIA GSM;9185029;A
4;ANGOLA GSM UNITEL;24494;B
4;INDIA GSM;9176888;A
4;DOMINICAN REP LOCAL OTHER;180938180;A
4;SOUTH AFRICA PRS;27120100;C
4;DOMINICAN REP LOCAL OTHER;18092634;A
4;THAILAND GSM DTAC;668153;A
4;POLAND OLO;48126000;A
4;BRAZIL GSM;551196;A
4;DOMINICAN REP GSM ORANGE;1849633;A
4;UK;44;A
4;INDIA GSM;9182678;A
4;DOMINICAN REP LOCAL OTHER;180948937;A
4;PORTUGAL GSM MEO;351639285;A
4;RUSSIA ZONE 1;73512;A
4;CHILE TELCOY;5667223;A
4;POLAND GSM PLUS;4873722;A
4;SOUTH AFRICA PRS;27440000;C
4;BRAZIL GSM;55719;A
4;POLAND OLO;48753000;A
4;INDIA GSM;9184429;A
4;POLAND OLO;481288;A
4;PERU RURAL;514338;A
4;INDIA GSM;9177418;A
4;SOUTH AFRICA PRS;27411250;C
4;BRAZIL GSM;5521698;A
4;POLAND OLO;48856793;A
4;POLAND OLO;4867260;A
4;UK GSM HI3G;447853;A
4;POLAND OLO;48146279;A
4;RUSSIA ZONE 4;7818;A
4;POLAND OLO;4832663;A
4;INDIA GSM VODAFONE;919742;A
4;POLAND OLO;48343737;A
4;BRAZIL GSM;551153;A
4;USA;1602;A
4;GAMBIA GSM;2207;E
4;ECUADOR GSM PORTA;593997;B
4;INDIA GSM;918658;A
4;INDIA GSM;9175749;A
4;DOMINICAN REP LOCAL OTHER;180924339;A
4;POLAND GSM PM4;485373;A
4;POLAND GSM PLUS;4872997;A
4;DOMINICAN REP LOCAL OTHER;1809893;A
4;POLAND OLO;48324333;A
4;SOUTH AFRICA PRS;2780;C
4;DOMINICAN REP LOCAL OTHER;180973469;A
4;USA;1909;A
4;MACEDONIA GSM;3897;D
4;INDIA GSM;9182220;A
4;DOMINICAN REP GSM VIVA;1849367;A
4;INDIA GSM;9182619;A
4;POLAND GSM PM4;487376;A
4;SPAIN GSM ORANGE;346405;A
4;MOROCCO GSM IAM;212610;E
4;DOMINICAN REP LOCAL OTHER;180937283;A
4;USA;1708;A
4;MOROCCO GSM WANA FULL MOBILITY;212698;E
4;INDIA GSM;9177269;A
4;ALBANIA AMC;35559360;B
4;MEXICO ZONE2;52756;A
4;POLAND OLO;4818479;A
4;DOMINICAN REP GSM ORANGE;1829720;A
4;PORTUGAL GSM NOS;351609;A
4;SOUTH AFRICA PRS;27170650;C
4;AUSTRALIA GSM VODA;61450;A
4;INDIA GSM;9189388;A
4;CANADA NWT;1250775;A
4;RUSSIA ZONE 1;74842;A
4;POLAND OLO;485256;A
4;SPAIN GSM VODAFONE;34662;A
4;DOMINICAN REP GSM ORANGE;1849243;A
4;BRAZIL GSM;553398;A
4;LATVIA GSM LMT;371283;A
4;SOUTH AFRICA PRS;27210061;C
4;INDIA GSM;9176119;A
4;POLAND OLO;48523003;A
4;POLAND OLO;485252;A
4;DOMINICAN REP GSM VIVA;1809308;A
4;DOMINICAN REP LOCAL OTHER;180926237;A
4;INDIA GSM;9187210;A
4;DOMINICAN REP GSM;1829290;A
4;POLAND OLO;4,82E+13;A
4;SOUTH AFRICA PRS;273931255;C
4;INDIA GSM VODAFONE;919649;A
4;INDIA GSM;9187249;A
4;INDIA GSM;9182210;A
4;INDIA GSM;9175470;A
4;INDIA GSM;9189240;A
4;TRINIDAD-TOBAGO GSM;1868404;B
4;PALESTINE;97082;B
4;DENMARK GSM HI3G;45535;A
4;POLAND OLO;48566371;A
4;CHILE PRS;563225;A
4;DOMINICAN REP GSM ORANGE;1829866;A
4;RUSSIA ZONE 1;74932;A
4;DOMINICAN REP LOCAL OTHER;180922749;A
4;INDIA GSM;9176240;A
4;INDIA GSM;9177538;A
4;LITHUANIA PRS;37066819;G
4;INDIA GSM;9181549;A
4;DOMINICAN REP LOCAL OTHER;18096334;A
4;DOMINICAN REP LOCAL OTHER;18096331;A
4;TUNISIA GSM LYCAMOBILE;21643;F
4;LATVIA GSM BITE;3712307;A
4;BRAZIL GSM;559183;A
4;BRAZIL GSM;55729;A
4;MALAWI GSM;26588;C
4;BELARUS GSM;37533;C
4;INDIA GSM;9186410;A
4;UK GSM TMOBILE;447960;A
4;BULGARIA OLO;3593099;A
4;DOMINICAN REP LOCAL OTHER;18097951;A
4;TAJIKISTAN GSM;992501;B
4;SOUTH AFRICA PRS;27181750;C
4;NORWAY GSM TELENOR;474776;A
4;SOUTH AFRICA PRS;2734303848;C
4;TUNISIA GSM TUNTEL;21642;F
4;SOUTH AFRICA GSM MTN;27635;B
4;INDIA GSM;9183358;A
4;ALBANIA AMC;35546320;B
4;SOUTH AFRICA PRS;27349403;C
4;BRAZIL GSM;55949;A
4;INDIA GSM;918421;A
4;DOMINICAN REP GSM;1809366;A
4;SOUTH AFRICA PRS;27369400;C
4;SPAIN GSM VODAFONE;346344;A
4;USA OLO;1913757;A
4;SOUTH AFRICA PRS;27151013;C
4;SOUTH AFRICA PRS;27490110;C
4;SOUTH AFRICA PRS;27147270;C
4;INDIA GSM;9183390;A
4;THAILAND GSM DTAC;6690628;A
4;ECUADOR GSM MOVISTAR;5939992;B
4;DOMINICAN REP GSM ORANGE;1849850;A
4;MEXICO GSM ZONE3;521235;A
4;POLAND OLO;4,84E+11;A
4;SPAIN GSM ORANGE;34655;A
4;INDIA GSM;918712;A
4;DOMINICAN REP GSM ORANGE;1809989;A
4;NICARAGUA GSM;5055500;C
4;RUSSIA GSM MTS;79788;B
4;POLAND OLO;48627370;A
4;PERU RURAL;514163;A
4;POLAND OLO;48172477;A
4;INDIA GSM;9178139;A
4;INDIA GSM;9177500;A
4;PUERTO RICO GSM;178763;A
4;POLAND GSM PM4;4878024;A
4;DOMINICAN REP GSM ORANGE;1829729;A
4;INDIA GSM;9183898;A
4;SPAIN GSM VODAFONE;34610;A
4;POLAND OLO;4894300;A
4;PERU RURAL;517362;A
4;INDIA GSM;9184139;A
4;MEXICO ZONE2;52354;A
4;DOMINICAN REP GSM;1849407;A
4;BOSNIA SRPSKA;38756;B
4;INDIA GSM;9185778;A
4;INDIA GSM;9186769;A
4;INDIA GSM RELIANCE;919023;A
4;DOMINICAN REP GSM;1809394;A
4;ROMANIA BUCHAREST;4021;A
4;POLAND GSM PM4;487392;A
4;USA OLO;1712432;A
4;SOUTH AFRICA PRS;2711676208;C
4;DOMINICAN REP GSM ORANGE;1849876;A
4;MEXICO ZONE3;52227;A
4;THAILAND GSM DTAC;668440;A
4;JAMAICA GSM DIGICEL;1876550;B
4;INDIA GSM;9175648;A
4;SLOVAKIA GSM EUROTEL;421902;A
4;SOUTH AFRICA PRS;27410200;C
4;POLAND GSM PM4;485360;A
4;ITALY GSM TIM;3936;A
4;UK GSM O2;4478643;A
4;MEXICO ZONE3;52482;A
4;SOUTH AFRICA PRS;2710593;C
4;SOUTH AFRICA PRS;27510105;C
4;INDIA GSM;9172200;A
4;BRAZIL GSM;55896;A
4;POLAND OLO;48833000;A
4;VENEZUELA OTHER CITIES;58241;A
4;POLAND GSM PM4;484500;A
4;CANADA;1306;A
4;PORTUGAL GSM NOS;351639;A
4;INDIA GSM;9178159;A
4;DOMINICAN REP GSM;1829991;A
4;SOUTH AFRICA PRS;2721380323;C
4;UK GSM HI3G;447453;A
4;BENIN GSM TELECEL;22963;D
4;NORWAY GSM NETCOM;474837;A
4;INDIA GSM;9182838;A
4;POLAND OLO;48166781;A
4;SOUTH AFRICA PRS;27101003;C
4;DOMINICAN REP GSM VIVA;1809410;A
4;DOMINICAN REP LOCAL OTHER;18092636;A
4;MEXICO GSM ZONE3;521711;A
4;UK GSM HI3G;447455;A
4;DENMARK GSM TELENOR;458195;A
4;BRAZIL GSM;55115810;A
4;DOMINICAN REP LOCAL OTHER;180954499;A
4;DOMINICAN REP LOCAL OTHER;180937282;A
4;DOMINICAN REP NATIONAL VIVA;182999676;A
4;CHILE RUR;56422977;A
4;INDIA GSM BSNL;9183019;A
4;DOMINICAN REP LOCAL OTHER;18095981;A
4;SWEDEN GSM TELIA;46723401;A
4;SOUTH AFRICA PRS;27131500;C
4;SPAIN GSM TELEFONICA;346211;A
4;INDIA GSM;9175250;A
4;DOMINICAN REP LOCAL OTHER;1829724;A
4;ALBANIA AMC;35537740;B
4;SOUTH AFRICA PRS;27126120;C
4;DOMINICAN REP GSM;1809499;A
4;CHILE RUR;5663197;A
4;BRAZIL GSM;55115106;A
4;GUADELOUPE GSM ORA;59069032;A
4;PORTUGAL GSM VODAFONE;351669203;A
4;INDIA GSM;9187170;A
4;ALBANIA AMC;35538241;B
4;DOMINICAN REP LOCAL OTHER;180950846;A
4;BRAZIL GSM;557391;A
4;DOMINICAN REP GSM;1829510;A
4;BULGARIA OLO;3595795;A
4;INDIA GSM;9184729;A
4;DOMINICAN REP GSM;1809697;A
4;INDIA GSM;9186490;A
4;INDIA GSM;9185319;A
4;LITHUANIA PRS;370669119;G
4;MEXICO ZONE3;52359;A
4;NORWAY GSM NETCOM;474539;A
4;DOMINICAN REP LOCAL OTHER;180925525;A
4;MEXICO GSM ZONE3;521467;A
4;DOMINICAN REP LOCAL OTHER;180952399;A
4;SOUTH AFRICA PRS;27401610;C
4;INDIA GSM;9184070;A
4;EGYPT;20;A
4;PERU RURAL;51658;A
4;DOMINICAN REP LOCAL OTHER;180926225;A
4;BRAZIL GSM;55446;A
4;INDIA GSM;9185160;A
4;INDIA GSM RELIANCE;918688;A
4;DOMINICAN REP LOCAL OTHER;18097360;A
4;BRAZIL GSM;551195106;A
4;USA;1316;A
4;POLAND OLO;48914205;A
4;SOUTH AFRICA PRS;27150101;C
4;INDIA GSM;917890;A
4;UK GSM VODAFONE;447768;A
4;SOUTH AFRICA PRS;27452850;C
4;INDIA GSM;9183560;A
4;BRAZIL GSM;55217977;A
4;BRAZIL GSM;551195392;A
4;OMAN GSM;96871;C
4;DOMINICAN REP LOCAL OTHER;18095681;A
4;INDIA GSM;918801;A
4;INDIA GSM;9185739;A
4;SOUTH AFRICA PRS;27574660;C
4;DOMINICAN REP LOCAL OTHER;1829516;A
4;UK GSM TMOBILE;447913;A
4;REUNION GSM SRR;26269256;A
4;UKRAINE GSM;38091;B
4;INDIA GSM;9184950;A
4;PORTUGAL GSM NOS;351639292;A
4;ESTONIA GSM EMT;372590;D
4;UK GSM ORANGE;447977;A
4;GUATEMALA;502;B
4;BOSNIA GSM BIH;3876032;C
4;DOMINICAN REP LOCAL OTHER;180928949;A
4;INDIA GSM;9177059;A
4;POLAND OLO;4841277;A
4;INDIA GSM;9186830;A
4;SOUTH AFRICA PRS;27122850;C
4;INDIA GSM BSNL;9182898;A
4;HAITI GSM;5093;F
4;RUSSIA ZONE 1;74872;A
4;PORTUGAL GSM NOS;351609230;A
4;DOMINICAN REP LOCAL OTHER;18095384;A
4;PHILIPPINES GSM SMAR;63918;B
4;SPAIN GSM VODAFONE;347111;A
4;CYPRUS NORTH GSM;9053382;B
4;POLAND OLO;48913030;A
4;THAILAND GSM DTAC;6688836;A
4;USA;1737;A
4;IVORY COAST GSM MOOV;22551;D
4;CHAD GSM;2359;E
4;POLAND OLO;4824286;A
4;POLAND OLO;484123;A
4;SWEDEN GSM TELENOR;467687;A
4;INDIA GSM;9184748;A
4;ALBANIA AMC;35556240;B
4;GAMBIA GSM;22022;E
4;DOMINICAN REP LOCAL OTHER;180969580;A
4;DOMINICAN REP LOCAL OTHER;180947388;A
4;INDIA GSM;9186859;A
4;BRAZIL GSM;55117;A
4;NETHERLANDS GSM TMOB;31628;A
4;TRINIDAD-TOBAGO GSM;1868415;B
4;JAMAICA GSM DIGICEL;1876669;B
4;DOMINICAN REP GSM;1809624;A
4;NEW CALEDONIA GSM;68781;B
4;SOUTH AFRICA PRS;27310900;C
4;POLAND OLO;4861440;A
4;INDIA GSM;9172178;A
4;POLAND OLO;48436006;A
4;CHILE TELCOY;5667241;A
4;SOUTH AFRICA PRS;27314750;C
4;PORTUGAL;351;A
4;ALBANIA AMC;35529490;B
4;DOMINICAN REP LOCAL OTHER;18092379;A
4;POLAND OLO;48818228;A
4;GEORGIA GSM;995598;C
4;MAURITANIA GSM MAURITEL;22242;E
4;MEXICO ZONE2;52647;A
4;INDIA GSM VODAFONE;918297;A
4;POLAND OLO;48158790;A
4;MEXICO GSM ZONE2;521294;A
4;SOUTH AFRICA PRS;2751080;C
4;DOMINICAN REP GSM ORANGE;1829874;A
4;PORTUGAL GSM VODAFONE;351920;A
4;POLAND OLO;482270;A
4;DOMINICAN REP LOCAL OTHER;18097457;A
4;INDIA GSM VODAFONE;919999;A
4;POLAND OLO;488268;A
4;POLAND OLO;48566830;A
4;NORWAY GSM NETCOM;479833;A
4;POLAND OLO;48583269;A
4;UK GSM O2;4478641;A
4;POLAND OLO;4881307;A
4;HONG KONG GSM;85249;A
4;POLAND OLO;48446000;A
4;UK GSM VODAFONE;4475374;A
4;INDIA GSM;9181379;A
4;DOMINICAN REP LOCAL OTHER;180982525;A
4;USA;1858;A
4;REUNION GSM SRR;26269206;A
4;POLAND OLO;48126666;A
4;INDIA GSM;9178510;A
4;POLAND OLO;4856307;A
4;DOMINICAN REP LOCAL OTHER;18097341;A
4;BRAZIL GSM;55219697;A
4;DOMINICA GSM;1767613;B
4;INDIA GSM;9177260;A
4;RUSSIA GSM BEELINE;795100;C
4;POLAND OLO;4832320;A
4;SOUTH AFRICA PRS;2733004;C
4;USA OLO;1907301;A
4;DOMINICAN REP LOCAL OTHER;18097401;A
4;POLAND OLO;489578;A
4;POLAND OLO;4865307;A
4;INDIA GSM;9175580;A
4;BRAZIL OTHERS CITIES;55412;A
4;BULGARIA OLO;359469;A
4;CHINA GSM;86184;A
4;DOMINICAN REP LOCAL OTHER;180925563;A
4;POLAND OLO;4889627;A
4;SOUTH AFRICA PRS;27213500;C
4;NICARAGUA GSM;5055501;C
4;BRAZIL GSM;55586;A
4;AFGHANISTAN GSM MTN;9377;B
4;DOMINICAN REP LOCAL OTHER;18093850;A
4;BRAZIL GSM;5511646;A
4;INDIA GSM;9185410;A
4;SOUTH AFRICA PRS;2711557576;C
4;MEXICO GSM ZONE2;521899;A
4;PUERTO RICO GSM;178753;A
4;POLAND GSM PM4;488835;A
4;MEXICO GSM ZONE2;521842;A
4;THAILAND GSM DTAC;6690563;A
4;DOMINICAN REP LOCAL OTHER;180925522;A
4;NICARAGUA GSM;50575;C
4;INDIA GSM;9186470;A
4;UK GSM HI3G;447402;A
4;SOUTH AFRICA PRS;2712942;C
4;SOUTH AFRICA PRS;27100152;C
4;SWEDEN GSM TELIA;467381;A
4;DOMINICA GSM;1767614;B
4;REUNION GSM SRR;26269246;A
4;THAILAND GSM DTAC;6690040;A
4;DOMINICAN REP GSM VIVA;1809419;A
4;CHILE RUR;5673279;A
4;DOMINICAN REP LOCAL OTHER;18094711;A
4;BRAZIL GSM;55217964;A
4;SOUTH AFRICA PRS;2790829848;C
4;UK GSM VODAFONE;447918;A
4;DOMINICAN REP GSM;1829331;A
4;RUSSIA GSM MTS;791;B
4;NORTHERN MARIANA ISLANDS GSM;1670287;A
4;DOMINICAN REP GSM VIVA;1809619;A
4;UK GSM O2;4478647;A
4;POLAND GSM PLUS;4873935;A
4;USA;1740;A
4;USA;1580;A
4;TAJIKISTAN GSM;992505;B
4;DOMINICAN REP LOCAL OTHER;1829687;A
4;MEXICO GSM ZONE2;521958;A
4;POLAND GSM ORANGE;485732;A
4;BRAZIL GSM;5517981;A
4;INDIA GSM;9183728;A
4;DOMINICAN REP GSM;1849657;A
4;POLAND GSM ORANGE;4878020;A
4;TOGO;228;C
4;DOMINICAN REP LOCAL OTHER;18094837;A
4;SOUTH AFRICA PRS;27112172;C
4;THAILAND GSM DTAC;6690696;A
4;ESTONIA PRS;3723302;G
4;MEXICO ZONE3;52789;A
4;DOMINICAN REP LOCAL OTHER;180974058;A
4;NORWAY GSM TELENOR;47954;A
4;INDIA GSM;9178649;A
4;ALBANIA AMC;35524403;B
4;POLAND OLO;4832716;A
4;INDIA GSM BSNL;9183339;A
4;POLAND GSM PLUS;4872999;A
4;UK GSM VODAFONE;447570;A
4;MEXICO GSM ZONE3;521386;A
4;USA;1614;A
4;INDIA GSM;9181138;A
4;BULGARIA OLO;359529;A
4;PHILIPPINES GSM SMAR;63919;B
4;DOMINICAN REP NATIONAL VIVA;18294342;A
4;POLAND OLO;487182;A
4;ESTONIA PRS;37270;G
4;BRAZIL GSM;55119546;A
4;DOMINICAN REP LOCAL OTHER;1809616;A
4;INDIA GSM;9182579;A
4;USA;1407;A
4;USA;1605;A
4;POLAND GSM PM4;487864;A
4;CHILE RUR;56522198;A
4;SOUTH AFRICA PRS;27544660;C
4;UK GSM O2;447731;A
4;INDIA GSM;9170990516;A
4;DOMINICAN REP GSM;1809203;A
4;INDIA GSM;9183718;A
4;SWEDEN GSM TELENOR;4673128;A
4;UK GSM ALTERNATIVE NETWORK;447781;C
4;BRAZIL GSM;55376;A
4;LATVIA GSM BITE;3712347;A
4;BRAZIL GSM;55115478;A
4;POLAND PRS;48708600;A
4;DOMINICAN REP LOCAL OTHER;180992126;A
4;THAILAND GSM DTAC;6688889;A
4;NORWAY PRS;47814;B
4;SWEDEN GSM HI3G;467930;A
4;NORWAY GSM TELENOR;479663;A
4;BRAZIL GSM;558499;A
4;NORWAY GSM TELENOR;474088;A
4;DENMARK GSM TELENOR;4525;A
4;SWEDEN GSM TELIA;4673173;A
4;RUSSIA GSM BEELINE;790897;C
4;POLAND OLO;48297695;A
4;ESTONIA GSM EMT;372587;D
4;PORTUGAL GSM VODAFONE;351659203;A
4;POLAND OLO;48242424;A
4;POLAND OLO;48468139;A
4;POLAND OLO;48564614;A
4;POLAND OLO;4834344;A
4;DOMINICAN REP LOCAL OTHER;18095811;A
4;PORTUGAL GSM NOS;351659231;A
4;DOMINICAN REP LOCAL OTHER;182989570;A
4;DENMARK GSM HI3G;454295;A
4;DOMINICAN REP LOCAL OTHER;180957069;A
4;BOSNIA SRPSKA;38754919;B
4;BELIZE GSM;5016;B
4;SPAIN GSM ORANGE;347444;A
4;BRAZIL GSM;551195101;A
4;MEXICO GSM ZONE2;521287;A
4;NORWAY GSM NETCOM;474107;A
4;SOUTH AFRICA PRS;2710594;C
4;JAMAICA GSM;1876784;B
4;RUSSIA ZONE 2;73812;A
4;SWEDEN GSM COMVIQ;467693;A
4;INDIA GSM RELIANCE;918690;A
4;BOLIVIA RURAL;5913323;B
4;SOUTH AFRICA PRS;27100072;C
4;USA;1281;A
4;SOUTH AFRICA PRS;27324660;C
4;UK GSM O2;447725;A
4;DOMINICAN REP LOCAL OTHER;180972655;A
4;UK GSM ORANGE;447811;A
4;SOUTH AFRICA PRS;273156975;C
4;DOMINICAN REP LOCAL OTHER;180974044;A
4;SWITZERLAND GSM SWIS;417702;A
4;DOMINICAN REP LOCAL OTHER;180973880;A
4;POLAND OLO;4876846;A
4;DOMINICAN REP NATIONAL VIVA;18295306;A
4;SPAIN GSM LYCAMOBILE;346021;A
4;THAILAND GSM DTAC;6690017;A
4;DOMINICAN REP GSM VIVA;1809709;A
4;POLAND OLO;48413897;A
4;ALBANIA AMC;35588324;B
4;DOMINICAN REP LOCAL OTHER;18094894;A
4;SOUTH KOREA GSM;821;A
4;UK GSM ALTERNATIVE NETWORK;4477008;C
4;MEXICO GSM ZONE2;521962;A
4;SOUTH AFRICA PRS;27572850;C
4;ALBANIA AMC;35527253;B
4;DOMINICAN REP GSM ORANGE;1849283;A
4;BRAZIL GSM;55647;A
4;INDIA GSM;9188548;A
4;POLAND OLO;4852369;A
4;ESTONIA GSM EMT;3725331;D
4;BULGARIA OLO;3594319;A
4;INDIA GSM;918984;A
4;DOMINICAN REP LOCAL OTHER;180925564;A
4;UK GSM HI3G;4474586;A
4;THAILAND GSM DTAC;6690047;A
4;PORTUGAL GSM NOS;3519293;A
4;DOMINICAN REP LOCAL OTHER;18097455;A
4;POLAND GSM PM4;488848;A
4;SOUTH AFRICA PRS;27310101;C
4;SOUTH AFRICA PRS;27142850;C
4;SWITZERLAND GSM SUN;418607690;A
4;LATVIA GSM;3712795;F
4;SOUTH AFRICA PRS;27120350;C
4;POLAND GSM PLUS;4869921;A
4;DOMINICAN REP LOCAL OTHER;180936425;A
4;SOUTH AFRICA PRS;27312861;C
4;AUSTRIA GSM HI3G;43699;A
4;SOUTH AFRICA PRS;27274660;C
4;CHILE RUR;5645197;A
4;SWEDEN GSM TELENOR;4672059;A
4;DOMINICAN REP GSM;1829277;A
4;BULGARIA OLO;35937819;A
4;PORTUGAL GSM MEO;3516396;A
4;INDIA GSM;9182559;A
4;ARGENTINA B. AIRES;5411;A
4;SOUTH AFRICA PRS;27125100;C
4;ALBANIA AMC;35589524;B
4;POLAND OLO;4833869;A
4;THAILAND GSM DTAC;6690052;A
4;NORWAY GSM NETCOM;474064;A
4;DOMINICAN REP GSM ORANGE;1849845;A
4;USA;1731;A
4;DOMINICAN REP LOCAL OTHER;180928694;A
4;SAUDI ARABIA GSM STC;96653;A
4;MEXICO ZONE3;52991;A
4;INDIA GSM;9187330;A
4;INDIA GSM;9181559;A
4;INDIA GSM;9176640;A
4;INDIA GSM;9172177;A
