Code;Destination
1849283;DOMINICAN REP GSM ORANGE
1849284;DOMINICAN REP GSM ORANGE
1849285;DOMINICAN REP GSM ORANGE
1849286;DOMINICAN REP GSM ORANGE
1849287;DOMINICAN REP GSM ORANGE
1849312;DOMINICAN REP GSM ORANGE
1849313;DOMINICAN REP GSM ORANGE
1849314;DOMINICAN REP GSM ORANGE
1849315;DOMINICAN REP GSM ORANGE
1849316;DOMINICAN REP GSM ORANGE
1849607;DOMINICAN REP GSM ORANGE
1849620;DOMINICAN REP GSM ORANGE
1849621;DOMINICAN REP GSM ORANGE
1849623;DOMINICAN REP GSM ORANGE
1849624;DOMINICAN REP GSM ORANGE
1849626;DOMINICAN REP GSM ORANGE
1849627;DOMINICAN REP GSM ORANGE
1849628;DOMINICAN REP GSM ORANGE
1849629;DOMINICAN REP GSM ORANGE
1849630;DOMINICAN REP GSM ORANGE
1849631;DOMINICAN REP GSM ORANGE
1849632;DOMINICAN REP GSM ORANGE
1849633;DOMINICAN REP GSM ORANGE
1849634;DOMINICAN REP GSM ORANGE
1849635;DOMINICAN REP GSM ORANGE
1849636;DOMINICAN REP GSM ORANGE
1849637;DOMINICAN REP GSM ORANGE
1849638;DOMINICAN REP GSM ORANGE
1849639;DOMINICAN REP GSM ORANGE
1849642;DOMINICAN REP GSM ORANGE
1849707;DOMINICAN REP GSM ORANGE
1849720;DOMINICAN REP GSM ORANGE
1849750;DOMINICAN REP GSM ORANGE
1849751;DOMINICAN REP GSM ORANGE
1849752;DOMINICAN REP GSM ORANGE
1849753;DOMINICAN REP GSM ORANGE
1849754;DOMINICAN REP GSM ORANGE
1849763;DOMINICAN REP GSM ORANGE
1849785;DOMINICAN REP GSM ORANGE
1849802;DOMINICAN REP GSM ORANGE
1849803;DOMINICAN REP GSM ORANGE
1849804;DOMINICAN REP GSM ORANGE
1849806;DOMINICAN REP GSM ORANGE
1849815;DOMINICAN REP GSM ORANGE
1849816;DOMINICAN REP GSM ORANGE
1849817;DOMINICAN REP GSM ORANGE
1849845;DOMINICAN REP GSM ORANGE
1849846;DOMINICAN REP GSM ORANGE
1849847;DOMINICAN REP GSM ORANGE
1849848;DOMINICAN REP GSM ORANGE
1849850;DOMINICAN REP GSM ORANGE
1849851;DOMINICAN REP GSM ORANGE
1849852;DOMINICAN REP GSM ORANGE
1849853;DOMINICAN REP GSM ORANGE
1849854;DOMINICAN REP GSM ORANGE
1849855;DOMINICAN REP GSM ORANGE
1849856;DOMINICAN REP GSM ORANGE
1849857;DOMINICAN REP GSM ORANGE
1849858;DOMINICAN REP GSM ORANGE
1849859;DOMINICAN REP GSM ORANGE
1849860;DOMINICAN REP GSM ORANGE
1849861;DOMINICAN REP GSM ORANGE
1849862;DOMINICAN REP GSM ORANGE
1849863;DOMINICAN REP GSM ORANGE
1849864;DOMINICAN REP GSM ORANGE
1849865;DOMINICAN REP GSM ORANGE
1849867;DOMINICAN REP GSM ORANGE
1849868;DOMINICAN REP GSM ORANGE
1849869;DOMINICAN REP GSM ORANGE
1849873;DOMINICAN REP GSM ORANGE
1849875;DOMINICAN REP GSM ORANGE
1849876;DOMINICAN REP GSM ORANGE
1849878;DOMINICAN REP GSM ORANGE
1849879;DOMINICAN REP GSM ORANGE
1849880;DOMINICAN REP GSM ORANGE
1849881;DOMINICAN REP GSM ORANGE
1849882;DOMINICAN REP GSM ORANGE
1849883;DOMINICAN REP GSM ORANGE
1849884;DOMINICAN REP GSM ORANGE
1849885;DOMINICAN REP GSM ORANGE
1849886;DOMINICAN REP GSM ORANGE
1849889;DOMINICAN REP GSM ORANGE
1849912;DOMINICAN REP GSM ORANGE
1849915;DOMINICAN REP GSM ORANGE
1849916;DOMINICAN REP GSM ORANGE
1849917;DOMINICAN REP GSM ORANGE
1849918;DOMINICAN REP GSM ORANGE
1849919;DOMINICAN REP GSM ORANGE
1849925;DOMINICAN REP GSM ORANGE
1809215;DOMINICAN REP GSM VIVA
1809216;DOMINICAN REP GSM VIVA
1809217;DOMINICAN REP GSM VIVA
1809218;DOMINICAN REP GSM VIVA
1809219;DOMINICAN REP GSM VIVA
1809302;DOMINICAN REP GSM VIVA
1809303;DOMINICAN REP GSM VIVA
1809304;DOMINICAN REP GSM VIVA
1809305;DOMINICAN REP GSM VIVA
1809306;DOMINICAN REP GSM VIVA
1809307;DOMINICAN REP GSM VIVA
1809308;DOMINICAN REP GSM VIVA
1809309;DOMINICAN REP GSM VIVA
1809315;DOMINICAN REP GSM VIVA
1809316;DOMINICAN REP GSM VIVA
1809317;DOMINICAN REP GSM VIVA
1809318;DOMINICAN REP GSM VIVA
1809319;DOMINICAN REP GSM VIVA
1809401;DOMINICAN REP GSM VIVA
1809402;DOMINICAN REP GSM VIVA
1809403;DOMINICAN REP GSM VIVA
1809404;DOMINICAN REP GSM VIVA
1809405;DOMINICAN REP GSM VIVA
1809407;DOMINICAN REP GSM VIVA
1809408;DOMINICAN REP GSM VIVA
1809409;DOMINICAN REP GSM VIVA
1809410;DOMINICAN REP GSM VIVA
1809413;DOMINICAN REP GSM VIVA
1809415;DOMINICAN REP GSM VIVA
1809416;DOMINICAN REP GSM VIVA
1809417;DOMINICAN REP GSM VIVA
1809418;DOMINICAN REP GSM VIVA
1809419;DOMINICAN REP GSM VIVA
1809420;DOMINICAN REP GSM VIVA
1809421;DOMINICAN REP GSM VIVA
1809423;DOMINICAN REP GSM VIVA
1809430;DOMINICAN REP GSM VIVA
1809431;DOMINICAN REP GSM VIVA
1809432;DOMINICAN REP GSM VIVA
1809433;DOMINICAN REP GSM VIVA
1809434;DOMINICAN REP GSM VIVA
1809436;DOMINICAN REP GSM VIVA
1809437;DOMINICAN REP GSM VIVA
1809438;DOMINICAN REP GSM VIVA
1809439;DOMINICAN REP GSM VIVA
1809440;DOMINICAN REP GSM VIVA
1809441;DOMINICAN REP GSM VIVA
1809442;DOMINICAN REP GSM VIVA
1809443;DOMINICAN REP GSM VIVA
1809444;DOMINICAN REP GSM VIVA
1809445;DOMINICAN REP GSM VIVA
1809446;DOMINICAN REP GSM VIVA
1809447;DOMINICAN REP GSM VIVA
1809448;DOMINICAN REP GSM VIVA
1809449;DOMINICAN REP GSM VIVA
1809614;DOMINICAN REP GSM VIVA
1809617;DOMINICAN REP GSM VIVA
1809619;DOMINICAN REP GSM VIVA
1809709;DOMINICAN REP GSM VIVA
1809716;DOMINICAN REP GSM VIVA
1809717;DOMINICAN REP GSM VIVA
1809718;DOMINICAN REP GSM VIVA
1809719;DOMINICAN REP GSM VIVA
1809777;DOMINICAN REP GSM VIVA
1809818;DOMINICAN REP GSM VIVA
1809997;DOMINICAN REP GSM VIVA
1809998;DOMINICAN REP GSM VIVA
1829215;DOMINICAN REP GSM VIVA
1829303;DOMINICAN REP GSM VIVA
1829304;DOMINICAN REP GSM VIVA
1829306;DOMINICAN REP GSM VIVA
1829307;DOMINICAN REP GSM VIVA
1829309;DOMINICAN REP GSM VIVA
1829402;DOMINICAN REP GSM VIVA
1829403;DOMINICAN REP GSM VIVA
1829405;DOMINICAN REP GSM VIVA
1829407;DOMINICAN REP GSM VIVA
1829408;DOMINICAN REP GSM VIVA
1829409;DOMINICAN REP GSM VIVA
1829412;DOMINICAN REP GSM VIVA
1829413;DOMINICAN REP GSM VIVA
1829414;DOMINICAN REP GSM VIVA
1829415;DOMINICAN REP GSM VIVA
1829416;DOMINICAN REP GSM VIVA
1829417;DOMINICAN REP GSM VIVA
1829422;DOMINICAN REP GSM VIVA
1829430;DOMINICAN REP GSM VIVA
1829440;DOMINICAN REP GSM VIVA
1829441;DOMINICAN REP GSM VIVA
1829442;DOMINICAN REP GSM VIVA
1829443;DOMINICAN REP GSM VIVA
1829444;DOMINICAN REP GSM VIVA
1829445;DOMINICAN REP GSM VIVA
1829446;DOMINICAN REP GSM VIVA
1829449;DOMINICAN REP GSM VIVA
1829777;DOMINICAN REP GSM VIVA
1829818;DOMINICAN REP GSM VIVA
1849213;DOMINICAN REP GSM VIVA
1849215;DOMINICAN REP GSM VIVA
1849216;DOMINICAN REP GSM VIVA
1849217;DOMINICAN REP GSM VIVA
1849218;DOMINICAN REP GSM VIVA
1849219;DOMINICAN REP GSM VIVA
1849221;DOMINICAN REP GSM VIVA
1849222;DOMINICAN REP GSM VIVA
1849223;DOMINICAN REP GSM VIVA
1849224;DOMINICAN REP GSM VIVA
1849225;DOMINICAN REP GSM VIVA
1849226;DOMINICAN REP GSM VIVA
1849227;DOMINICAN REP GSM VIVA
1849228;DOMINICAN REP GSM VIVA
1849229;DOMINICAN REP GSM VIVA
1849230;DOMINICAN REP GSM VIVA
1849231;DOMINICAN REP GSM VIVA
1849232;DOMINICAN REP GSM VIVA
1849233;DOMINICAN REP GSM VIVA
1849234;DOMINICAN REP GSM VIVA
1849235;DOMINICAN REP GSM VIVA
1849239;DOMINICAN REP GSM VIVA
1849240;DOMINICAN REP GSM VIVA
1849241;DOMINICAN REP GSM VIVA
1849242;DOMINICAN REP GSM VIVA
1849305;DOMINICAN REP GSM VIVA
1849318;DOMINICAN REP GSM VIVA
1849367;DOMINICAN REP GSM VIVA
1849416;DOMINICAN REP GSM VIVA
1849437;DOMINICAN REP GSM VIVA
1849484;DOMINICAN REP GSM VIVA
1849542;DOMINICAN REP GSM VIVA
1849569;DOMINICAN REP GSM VIVA
1849573;DOMINICAN REP GSM VIVA
1849587;DOMINICAN REP GSM VIVA
1849590;DOMINICAN REP GSM VIVA
1849701;DOMINICAN REP GSM VIVA
1849711;DOMINICAN REP GSM VIVA
1849727;DOMINICAN REP GSM VIVA
1849739;DOMINICAN REP GSM VIVA
1849797;DOMINICAN REP GSM VIVA
1849814;DOMINICAN REP GSM VIVA
1849828;DOMINICAN REP GSM VIVA
1849874;DOMINICAN REP GSM VIVA
1849993;DOMINICAN REP GSM VIVA
1809200;DOMINICAN REP LOCAL OTHER
18092005;DOMINICAN REP LOCAL OTHER
1809202;DOMINICAN REP LOCAL OTHER
1809213;DOMINICAN REP LOCAL OTHER
1809220;DOMINICAN REP LOCAL OTHER
1809221;DOMINICAN REP LOCAL OTHER
18092220;DOMINICAN REP LOCAL OTHER
18092221;DOMINICAN REP LOCAL OTHER
18092222;DOMINICAN REP LOCAL OTHER
18092226;DOMINICAN REP LOCAL OTHER
18092227;DOMINICAN REP LOCAL OTHER
18092228;DOMINICAN REP LOCAL OTHER
18092229;DOMINICAN REP LOCAL OTHER
180922291;DOMINICAN REP LOCAL OTHER
18092260;DOMINICAN REP LOCAL OTHER
18092261;DOMINICAN REP LOCAL OTHER
18092262;DOMINICAN REP LOCAL OTHER
180922620;DOMINICAN REP LOCAL OTHER
180922621;DOMINICAN REP LOCAL OTHER
180922623;DOMINICAN REP LOCAL OTHER
180922624;DOMINICAN REP LOCAL OTHER
180922625;DOMINICAN REP LOCAL OTHER
180922626;DOMINICAN REP LOCAL OTHER
180922627;DOMINICAN REP LOCAL OTHER
180922629;DOMINICAN REP LOCAL OTHER
18092263;DOMINICAN REP LOCAL OTHER
18092265;DOMINICAN REP LOCAL OTHER
18092267;DOMINICAN REP LOCAL OTHER
18092268;DOMINICAN REP LOCAL OTHER
180922690;DOMINICAN REP LOCAL OTHER
180922691;DOMINICAN REP LOCAL OTHER
180922692;DOMINICAN REP LOCAL OTHER
180922693;DOMINICAN REP LOCAL OTHER
180922697;DOMINICAN REP LOCAL OTHER
180922700;DOMINICAN REP LOCAL OTHER
180922701;DOMINICAN REP LOCAL OTHER
180922702;DOMINICAN REP LOCAL OTHER
180922703;DOMINICAN REP LOCAL OTHER
180922704;DOMINICAN REP LOCAL OTHER
180922705;DOMINICAN REP LOCAL OTHER
180922706;DOMINICAN REP LOCAL OTHER
180922707;DOMINICAN REP LOCAL OTHER
180922708;DOMINICAN REP LOCAL OTHER
180922709;DOMINICAN REP LOCAL OTHER
18092271;DOMINICAN REP LOCAL OTHER
18092272;DOMINICAN REP LOCAL OTHER
18092273;DOMINICAN REP LOCAL OTHER
180922730;DOMINICAN REP LOCAL OTHER
180922731;DOMINICAN REP LOCAL OTHER
180922740;DOMINICAN REP LOCAL OTHER
180922741;DOMINICAN REP LOCAL OTHER
180922742;DOMINICAN REP LOCAL OTHER
180922743;DOMINICAN REP LOCAL OTHER
180922744;DOMINICAN REP LOCAL OTHER
180922745;DOMINICAN REP LOCAL OTHER
180922746;DOMINICAN REP LOCAL OTHER
180922747;DOMINICAN REP LOCAL OTHER
180922748;DOMINICAN REP LOCAL OTHER
180922749;DOMINICAN REP LOCAL OTHER
18092275;DOMINICAN REP LOCAL OTHER
18092276;DOMINICAN REP LOCAL OTHER
18092277;DOMINICAN REP LOCAL OTHER
18092278;DOMINICAN REP LOCAL OTHER
18092279;DOMINICAN REP LOCAL OTHER
180922790;DOMINICAN REP LOCAL OTHER
180922791;DOMINICAN REP LOCAL OTHER
180922792;DOMINICAN REP LOCAL OTHER
180922793;DOMINICAN REP LOCAL OTHER
180922796;DOMINICAN REP LOCAL OTHER
180922797;DOMINICAN REP LOCAL OTHER
180922799;DOMINICAN REP LOCAL OTHER
1809231;DOMINICAN REP LOCAL OTHER
1809233;DOMINICAN REP LOCAL OTHER
1809234;DOMINICAN REP LOCAL OTHER
1809236;DOMINICAN REP LOCAL OTHER
18092370;DOMINICAN REP LOCAL OTHER
18092371;DOMINICAN REP LOCAL OTHER
18092372;DOMINICAN REP LOCAL OTHER
18092373;DOMINICAN REP LOCAL OTHER
18092374;DOMINICAN REP LOCAL OTHER
18092375;DOMINICAN REP LOCAL OTHER
18092376;DOMINICAN REP LOCAL OTHER
18092377;DOMINICAN REP LOCAL OTHER
18092378;DOMINICAN REP LOCAL OTHER
18092379;DOMINICAN REP LOCAL OTHER
1809238;DOMINICAN REP LOCAL OTHER
1809239;DOMINICAN REP LOCAL OTHER
18092403;DOMINICAN REP LOCAL OTHER
18092408;DOMINICAN REP LOCAL OTHER
180924093;DOMINICAN REP LOCAL OTHER
180924098;DOMINICAN REP LOCAL OTHER
18092410;DOMINICAN REP LOCAL OTHER
18092411;DOMINICAN REP LOCAL OTHER
18092412;DOMINICAN REP LOCAL OTHER
18092413;DOMINICAN REP LOCAL OTHER
18092414;DOMINICAN REP LOCAL OTHER
18092415;DOMINICAN REP LOCAL OTHER
18092416;DOMINICAN REP LOCAL OTHER
18092417;DOMINICAN REP LOCAL OTHER
18092418;DOMINICAN REP LOCAL OTHER
180924180;DOMINICAN REP LOCAL OTHER
180924181;DOMINICAN REP LOCAL OTHER
180924182;DOMINICAN REP LOCAL OTHER
18092419;DOMINICAN REP LOCAL OTHER
180924190;DOMINICAN REP LOCAL OTHER
180924191;DOMINICAN REP LOCAL OTHER
180924196;DOMINICAN REP LOCAL OTHER
180924197;DOMINICAN REP LOCAL OTHER
180924198;DOMINICAN REP LOCAL OTHER
180924199;DOMINICAN REP LOCAL OTHER
18092427;DOMINICAN REP LOCAL OTHER
180924300;DOMINICAN REP LOCAL OTHER
180924301;DOMINICAN REP LOCAL OTHER
180924302;DOMINICAN REP LOCAL OTHER
180924305;DOMINICAN REP LOCAL OTHER
180924306;DOMINICAN REP LOCAL OTHER
180924307;DOMINICAN REP LOCAL OTHER
18092433;DOMINICAN REP LOCAL OTHER
180924330;DOMINICAN REP LOCAL OTHER
180924331;DOMINICAN REP LOCAL OTHER
180924335;DOMINICAN REP LOCAL OTHER
180924336;DOMINICAN REP LOCAL OTHER
180924337;DOMINICAN REP LOCAL OTHER
180924338;DOMINICAN REP LOCAL OTHER
180924339;DOMINICAN REP LOCAL OTHER
18092435;DOMINICAN REP LOCAL OTHER
180924350;DOMINICAN REP LOCAL OTHER
180924351;DOMINICAN REP LOCAL OTHER
180924353;DOMINICAN REP LOCAL OTHER
180924355;DOMINICAN REP LOCAL OTHER
180924356;DOMINICAN REP LOCAL OTHER
18092438;DOMINICAN REP LOCAL OTHER
18092450;DOMINICAN REP LOCAL OTHER
18092451;DOMINICAN REP LOCAL OTHER
18092452;DOMINICAN REP LOCAL OTHER
18092453;DOMINICAN REP LOCAL OTHER
18092454;DOMINICAN REP LOCAL OTHER
18092455;DOMINICAN REP LOCAL OTHER
18092456;DOMINICAN REP LOCAL OTHER
18092457;DOMINICAN REP LOCAL OTHER
18092458;DOMINICAN REP LOCAL OTHER
18092459;DOMINICAN REP LOCAL OTHER
18092470;DOMINICAN REP LOCAL OTHER
18092471;DOMINICAN REP LOCAL OTHER
18092472;DOMINICAN REP LOCAL OTHER
18092473;DOMINICAN REP LOCAL OTHER
18092474;DOMINICAN REP LOCAL OTHER
18092475;DOMINICAN REP LOCAL OTHER
18092476;DOMINICAN REP LOCAL OTHER
180924760;DOMINICAN REP LOCAL OTHER
180924761;DOMINICAN REP LOCAL OTHER
180924762;DOMINICAN REP LOCAL OTHER
18092477;DOMINICAN REP LOCAL OTHER
18092478;DOMINICAN REP LOCAL OTHER
180924790;DOMINICAN REP LOCAL OTHER
180924791;DOMINICAN REP LOCAL OTHER
180924793;DOMINICAN REP LOCAL OTHER
180924795;DOMINICAN REP LOCAL OTHER
180924796;DOMINICAN REP LOCAL OTHER
180924797;DOMINICAN REP LOCAL OTHER
18092550;DOMINICAN REP LOCAL OTHER
18092551;DOMINICAN REP LOCAL OTHER
180925510;DOMINICAN REP LOCAL OTHER
180925512;DOMINICAN REP LOCAL OTHER
180925519;DOMINICAN REP LOCAL OTHER
18092552;DOMINICAN REP LOCAL OTHER
180925520;DOMINICAN REP LOCAL OTHER
180925522;DOMINICAN REP LOCAL OTHER
180925525;DOMINICAN REP LOCAL OTHER
180925527;DOMINICAN REP LOCAL OTHER
180925530;DOMINICAN REP LOCAL OTHER
180925531;DOMINICAN REP LOCAL OTHER
180925532;DOMINICAN REP LOCAL OTHER
180925533;DOMINICAN REP LOCAL OTHER
180925534;DOMINICAN REP LOCAL OTHER
180925535;DOMINICAN REP LOCAL OTHER
180925536;DOMINICAN REP LOCAL OTHER
180925537;DOMINICAN REP LOCAL OTHER
180925538;DOMINICAN REP LOCAL OTHER
180925539;DOMINICAN REP LOCAL OTHER
18092554;DOMINICAN REP LOCAL OTHER
180925550;DOMINICAN REP LOCAL OTHER
180925551;DOMINICAN REP LOCAL OTHER
180925552;DOMINICAN REP LOCAL OTHER
180925553;DOMINICAN REP LOCAL OTHER
180925554;DOMINICAN REP LOCAL OTHER
180925555;DOMINICAN REP LOCAL OTHER
180925556;DOMINICAN REP LOCAL OTHER
180925557;DOMINICAN REP LOCAL OTHER
180925558;DOMINICAN REP LOCAL OTHER
180925562;DOMINICAN REP LOCAL OTHER
180925563;DOMINICAN REP LOCAL OTHER
180925564;DOMINICAN REP LOCAL OTHER
180925565;DOMINICAN REP LOCAL OTHER
180925580;DOMINICAN REP LOCAL OTHER
180925581;DOMINICAN REP LOCAL OTHER
180925588;DOMINICAN REP LOCAL OTHER
180925589;DOMINICAN REP LOCAL OTHER
180925598;DOMINICAN REP LOCAL OTHER
18092620;DOMINICAN REP LOCAL OTHER
18092621;DOMINICAN REP LOCAL OTHER
180926220;DOMINICAN REP LOCAL OTHER
180926221;DOMINICAN REP LOCAL OTHER
180926222;DOMINICAN REP LOCAL OTHER
180926223;DOMINICAN REP LOCAL OTHER
180926224;DOMINICAN REP LOCAL OTHER
180926225;DOMINICAN REP LOCAL OTHER
180926226;DOMINICAN REP LOCAL OTHER
180926227;DOMINICAN REP LOCAL OTHER
180926228;DOMINICAN REP LOCAL OTHER
180926229;DOMINICAN REP LOCAL OTHER
180926230;DOMINICAN REP LOCAL OTHER
180926231;DOMINICAN REP LOCAL OTHER
180926232;DOMINICAN REP LOCAL OTHER
180926233;DOMINICAN REP LOCAL OTHER
180926234;DOMINICAN REP LOCAL OTHER
180926235;DOMINICAN REP LOCAL OTHER
180926236;DOMINICAN REP LOCAL OTHER
180926237;DOMINICAN REP LOCAL OTHER
180926238;DOMINICAN REP LOCAL OTHER
180926239;DOMINICAN REP LOCAL OTHER
18092624;DOMINICAN REP LOCAL OTHER
180926240;DOMINICAN REP LOCAL OTHER
180926243;DOMINICAN REP LOCAL OTHER
180926244;DOMINICAN REP LOCAL OTHER
180926245;DOMINICAN REP LOCAL OTHER
180926246;DOMINICAN REP LOCAL OTHER
180926247;DOMINICAN REP LOCAL OTHER
180926248;DOMINICAN REP LOCAL OTHER
180926250;DOMINICAN REP LOCAL OTHER
180926251;DOMINICAN REP LOCAL OTHER
180926252;DOMINICAN REP LOCAL OTHER
180926253;DOMINICAN REP LOCAL OTHER
180926257;DOMINICAN REP LOCAL OTHER
180926260;DOMINICAN REP LOCAL OTHER
180926261;DOMINICAN REP LOCAL OTHER
180926262;DOMINICAN REP LOCAL OTHER
180926263;DOMINICAN REP LOCAL OTHER
180926264;DOMINICAN REP LOCAL OTHER
180926265;DOMINICAN REP LOCAL OTHER
180926266;DOMINICAN REP LOCAL OTHER
180926270;DOMINICAN REP LOCAL OTHER
180926272;DOMINICAN REP LOCAL OTHER
180926274;DOMINICAN REP LOCAL OTHER
180926275;DOMINICAN REP LOCAL OTHER
180926276;DOMINICAN REP LOCAL OTHER
180926277;DOMINICAN REP LOCAL OTHER
180926278;DOMINICAN REP LOCAL OTHER
180926280;DOMINICAN REP LOCAL OTHER
180926281;DOMINICAN REP LOCAL OTHER
180926282;DOMINICAN REP LOCAL OTHER
180926284;DOMINICAN REP LOCAL OTHER
180926291;DOMINICAN REP LOCAL OTHER
180926292;DOMINICAN REP LOCAL OTHER
180926296;DOMINICAN REP LOCAL OTHER
180926297;DOMINICAN REP LOCAL OTHER
180926298;DOMINICAN REP LOCAL OTHER
180926299;DOMINICAN REP LOCAL OTHER
18092630;DOMINICAN REP LOCAL OTHER
18092631;DOMINICAN REP LOCAL OTHER
18092632;DOMINICAN REP LOCAL OTHER
18092633;DOMINICAN REP LOCAL OTHER
18092634;DOMINICAN REP LOCAL OTHER
18092635;DOMINICAN REP LOCAL OTHER
18092636;DOMINICAN REP LOCAL OTHER
18092637;DOMINICAN REP LOCAL OTHER
18092638;DOMINICAN REP LOCAL OTHER
18092639;DOMINICAN REP LOCAL OTHER
1809273;DOMINICAN REP LOCAL OTHER
1809274;DOMINICAN REP LOCAL OTHER
1809275;DOMINICAN REP LOCAL OTHER
1809276;DOMINICAN REP LOCAL OTHER
1809285;DOMINICAN REP LOCAL OTHER
18092850;DOMINICAN REP LOCAL OTHER
18092851;DOMINICAN REP LOCAL OTHER
180928530;DOMINICAN REP LOCAL OTHER
180928532;DOMINICAN REP LOCAL OTHER
180928533;DOMINICAN REP LOCAL OTHER
180928535;DOMINICAN REP LOCAL OTHER
180928538;DOMINICAN REP LOCAL OTHER
180928544;DOMINICAN REP LOCAL OTHER
180928547;DOMINICAN REP LOCAL OTHER
180928550;DOMINICAN REP LOCAL OTHER
180928551;DOMINICAN REP LOCAL OTHER
180928552;DOMINICAN REP LOCAL OTHER
180928555;DOMINICAN REP LOCAL OTHER
180928556;DOMINICAN REP LOCAL OTHER
180928558;DOMINICAN REP LOCAL OTHER
180928560;DOMINICAN REP LOCAL OTHER
180928565;DOMINICAN REP LOCAL OTHER
180928566;DOMINICAN REP LOCAL OTHER
18092857;DOMINICAN REP LOCAL OTHER
180928570;DOMINICAN REP LOCAL OTHER
180928571;DOMINICAN REP LOCAL OTHER
180928572;DOMINICAN REP LOCAL OTHER
180928581;DOMINICAN REP LOCAL OTHER
180928585;DOMINICAN REP LOCAL OTHER
180928586;DOMINICAN REP LOCAL OTHER
180928588;DOMINICAN REP LOCAL OTHER
180928589;DOMINICAN REP LOCAL OTHER
18092859;DOMINICAN REP LOCAL OTHER
18092860;DOMINICAN REP LOCAL OTHER
18092861;DOMINICAN REP LOCAL OTHER
18092862;DOMINICAN REP LOCAL OTHER
18092863;DOMINICAN REP LOCAL OTHER
18092864;DOMINICAN REP LOCAL OTHER
18092865;DOMINICAN REP LOCAL OTHER
18092866;DOMINICAN REP LOCAL OTHER
18092867;DOMINICAN REP LOCAL OTHER
18092868;DOMINICAN REP LOCAL OTHER
18092869;DOMINICAN REP LOCAL OTHER
180928690;DOMINICAN REP LOCAL OTHER
180928691;DOMINICAN REP LOCAL OTHER
180928692;DOMINICAN REP LOCAL OTHER
180928693;DOMINICAN REP LOCAL OTHER
180928694;DOMINICAN REP LOCAL OTHER
180928695;DOMINICAN REP LOCAL OTHER
180928696;DOMINICAN REP LOCAL OTHER
18092870;DOMINICAN REP LOCAL OTHER
18092871;DOMINICAN REP LOCAL OTHER
18092872;DOMINICAN REP LOCAL OTHER
18092873;DOMINICAN REP LOCAL OTHER
180928730;DOMINICAN REP LOCAL OTHER
180928731;DOMINICAN REP LOCAL OTHER
180928732;DOMINICAN REP LOCAL OTHER
180928737;DOMINICAN REP LOCAL OTHER
180928738;DOMINICAN REP LOCAL OTHER
18092874;DOMINICAN REP LOCAL OTHER
18092875;DOMINICAN REP LOCAL OTHER
18092876;DOMINICAN REP LOCAL OTHER
18092877;DOMINICAN REP LOCAL OTHER
180928770;DOMINICAN REP LOCAL OTHER
18092878;DOMINICAN REP LOCAL OTHER
180928780;DOMINICAN REP LOCAL OTHER
180928781;DOMINICAN REP LOCAL OTHER
180928782;DOMINICAN REP LOCAL OTHER
180928783;DOMINICAN REP LOCAL OTHER
180928784;DOMINICAN REP LOCAL OTHER
180928785;DOMINICAN REP LOCAL OTHER
180928786;DOMINICAN REP LOCAL OTHER
180928787;DOMINICAN REP LOCAL OTHER
180928788;DOMINICAN REP LOCAL OTHER
1809289;DOMINICAN REP LOCAL OTHER
18092890;DOMINICAN REP LOCAL OTHER
18092891;DOMINICAN REP LOCAL OTHER
18092892;DOMINICAN REP LOCAL OTHER
180928920;DOMINICAN REP LOCAL OTHER
180928921;DOMINICAN REP LOCAL OTHER
180928922;DOMINICAN REP LOCAL OTHER
180928930;DOMINICAN REP LOCAL OTHER
180928931;DOMINICAN REP LOCAL OTHER
180928932;DOMINICAN REP LOCAL OTHER
180928933;DOMINICAN REP LOCAL OTHER
180928934;DOMINICAN REP LOCAL OTHER
180928935;DOMINICAN REP LOCAL OTHER
180928940;DOMINICAN REP LOCAL OTHER
180928941;DOMINICAN REP LOCAL OTHER
180928943;DOMINICAN REP LOCAL OTHER
180928944;DOMINICAN REP LOCAL OTHER
180928947;DOMINICAN REP LOCAL OTHER
180928948;DOMINICAN REP LOCAL OTHER
180928949;DOMINICAN REP LOCAL OTHER
18092895;DOMINICAN REP LOCAL OTHER
180928951;DOMINICAN REP LOCAL OTHER
180928952;DOMINICAN REP LOCAL OTHER
18092896;DOMINICAN REP LOCAL OTHER
180928970;DOMINICAN REP LOCAL OTHER
180928974;DOMINICAN REP LOCAL OTHER
180928976;DOMINICAN REP LOCAL OTHER
180928977;DOMINICAN REP LOCAL OTHER
180928981;DOMINICAN REP LOCAL OTHER
180928982;DOMINICAN REP LOCAL OTHER
180928983;DOMINICAN REP LOCAL OTHER
180928984;DOMINICAN REP LOCAL OTHER
180928985;DOMINICAN REP LOCAL OTHER
180928986;DOMINICAN REP LOCAL OTHER
180928987;DOMINICAN REP LOCAL OTHER
180928988;DOMINICAN REP LOCAL OTHER
180928989;DOMINICAN REP LOCAL OTHER
18092899;DOMINICAN REP LOCAL OTHER
1809295;DOMINICAN REP LOCAL OTHER
1809312;DOMINICAN REP LOCAL OTHER
1809314;DOMINICAN REP LOCAL OTHER
1809328;DOMINICAN REP LOCAL OTHER
1809329;DOMINICAN REP LOCAL OTHER
1809331;DOMINICAN REP LOCAL OTHER
18093320;DOMINICAN REP LOCAL OTHER
18093321;DOMINICAN REP LOCAL OTHER
18093322;DOMINICAN REP LOCAL OTHER
18093323;DOMINICAN REP LOCAL OTHER
18093324;DOMINICAN REP LOCAL OTHER
18093325;DOMINICAN REP LOCAL OTHER
18093326;DOMINICAN REP LOCAL OTHER
